userId,recStrength,questionId
87,0.082,357
87,0.082,1309
87,0.082,551
87,0.082,234
87,0.082,140
87,0.082,370
87,0.082,862
87,0.082,1273
87,0.082,492
87,0.082,1051
87,0.082,320
87,0.081,1180
87,0.081,1368
87,0.081,75
87,0.081,448
87,0.081,434
87,0.081,745
87,0.08,1141
87,0.08,186
87,0.08,229
87,0.08,860
87,0.08,345
87,0.08,405
87,0.08,1469
87,0.079,1311
87,0.079,596
87,0.079,816
87,0.079,1266
87,0.079,1260
87,0.079,944
87,0.079,1258
87,0.079,1154
87,0.079,1422
87,0.078,931
87,0.078,441
87,0.078,277
87,0.078,1215
87,0.078,153
87,0.078,1419
87,0.078,368
87,0.078,473
87,0.078,655
87,0.078,1106
87,0.078,349
87,0.077,1256
87,0.077,1433
87,0.077,411
87,0.077,794
87,0.077,998
87,0.077,1494
87,0.076,585
87,0.076,876
87,0.076,950
87,0.075,1025
87,0.075,249
87,0.075,1332
87,0.075,364
87,0.075,1207
87,0.075,317
87,0.075,1280
87,0.074,1087
87,0.074,232
87,0.074,1021
87,0.074,936
87,0.074,4
87,0.073,406
87,0.073,128
87,0.073,594
87,0.073,637
87,0.073,300
87,0.073,220
87,0.073,1129
87,0.073,155
87,0.072,278
87,0.072,437
87,0.072,318
87,0.072,683
87,0.072,343
87,0.072,1116
87,0.072,47
87,0.072,598
87,0.072,321
87,0.071,336
87,0.071,118
87,0.071,518
87,0.071,380
87,0.071,112
87,0.07,84
87,0.07,952
87,0.07,1130
87,0.07,276
87,0.07,1167
87,0.069,379
87,0.069,433
87,0.069,243
87,0.069,330
87,0.069,650
87,0.069,1417
87,0.069,565
87,0.069,38
87,0.069,846
87,0.069,589
87,0.069,700
87,0.068,172
87,0.068,1254
87,0.068,836
87,0.068,547
87,0.068,87
87,0.068,1401
87,0.067,439
87,0.067,587
87,0.067,520
87,0.067,976
87,0.067,270
87,0.067,826
87,0.066,285
87,0.066,338
87,0.066,195
87,0.066,926
87,0.066,458
87,0.066,948
87,0.066,1108
87,0.065,904
87,0.065,464
87,0.065,828
87,0.065,260
87,0.065,299
87,0.065,470
87,0.065,239
87,0.065,429
87,0.065,995
87,0.065,226
87,0.065,132
87,0.065,741
87,0.065,96
87,0.064,29
87,0.064,251
87,0.064,829
87,0.064,1403
87,0.064,640
87,0.063,1161
87,0.063,1092
87,0.063,1317
87,0.063,990
87,0.063,169
87,0.063,880
87,0.063,238
87,0.063,94
87,0.063,907
87,0.063,487
87,0.062,262
87,0.062,632
87,0.062,1375
87,0.061,421
87,0.061,355
87,0.061,877
87,0.061,1278
87,0.061,534
87,0.061,1091
87,0.061,489
87,0.061,472
87,0.061,689
87,0.061,1365
87,0.06,1359
87,0.06,754
87,0.06,326
87,0.06,514
87,0.06,1468
87,0.06,420
87,0.06,121
87,0.06,185
87,0.06,319
87,0.059,236
87,0.059,1443
87,0.059,455
87,0.059,773
87,0.059,314
87,0.059,82
87,0.059,1182
87,0.059,1171
87,0.058,1076
87,0.058,256
87,0.058,679
87,0.058,628
87,0.058,609
87,0.058,191
87,0.058,476
87,0.058,257
87,0.057,5
87,0.057,983
87,0.057,1017
87,0.057,413
87,0.057,209
87,0.057,316
87,0.057,524
87,0.056,1316
87,0.056,130
87,0.056,542
87,0.056,564
87,0.056,367
87,0.056,392
87,0.056,954
87,0.056,467
87,0.056,264
87,0.056,418
87,0.055,878
87,0.055,1064
87,0.055,1286
87,0.055,435
87,0.054,67
87,0.054,837
87,0.054,173
87,0.053,166
87,0.053,33
87,0.053,103
87,0.053,941
87,0.053,820
87,0.053,529
87,0.053,865
87,0.053,859
87,0.053,845
87,0.053,868
87,0.053,183
87,0.053,1296
87,0.053,916
87,0.053,61
87,0.052,1372
87,0.052,1358
87,0.052,543
87,0.051,1246
87,0.051,899
87,0.051,634
87,0.051,577
87,0.051,1400
87,0.051,20
87,0.05,23
87,0.05,198
87,0.05,883
87,0.05,802
87,0.05,408
87,0.05,244
87,0.05,158
87,0.05,283
87,0.05,724
87,0.05,1291
87,0.049,312
87,0.049,1399
87,0.049,149
87,0.049,99
87,0.049,425
87,0.048,104
87,0.047,74
87,0.047,81
87,0.047,624
87,0.047,177
87,0.047,333
87,0.047,803
87,0.046,1139
87,0.046,1012
87,0.046,85
87,0.046,771
87,0.046,864
87,0.045,1460
87,0.045,539
87,0.045,34
87,0.044,527
87,0.044,1462
87,0.044,885
87,0.044,1281
87,0.044,557
87,0.044,728
87,0.044,681
87,0.043,554
87,0.043,915
87,0.043,951
87,0.043,858
87,0.043,1243
87,0.043,296
87,0.043,215
87,0.043,572
87,0.043,1114
87,0.042,912
87,0.042,358
87,0.042,447
87,0.042,1216
87,0.042,1299
87,0.042,1288
87,0.042,956
87,0.042,127
87,0.042,269
87,0.042,138
87,0.041,1140
87,0.041,225
87,0.041,293
87,0.041,202
87,0.04,508
87,0.04,913
87,0.04,617
87,0.04,1023
87,0.039,1155
87,0.039,373
87,0.039,742
87,0.039,350
87,0.039,982
87,0.039,1340
87,0.039,1169
87,0.038,874
87,0.038,1329
87,0.038,888
87,0.038,735
87,0.038,1201
87,0.038,729
87,0.038,1138
87,0.037,512
87,0.037,561
87,0.037,259
87,0.037,656
87,0.037,369
87,0.037,1264
87,0.037,199
87,0.037,958
87,0.037,248
87,0.037,1351
87,0.037,607
87,0.037,1133
87,0.036,1163
87,0.036,1183
87,0.036,139
87,0.036,719
87,0.036,495
87,0.036,882
87,0.036,442
87,0.036,500
87,0.035,475
87,0.035,456
87,0.035,160
87,0.035,273
87,0.035,233
87,0.035,77
87,0.035,268
87,0.035,133
87,0.035,921
87,0.035,967
87,0.035,107
87,0.034,906
87,0.034,1488
87,0.034,218
87,0.034,31
87,0.034,849
87,0.034,323
87,0.034,1209
87,0.034,246
87,0.034,346
87,0.034,116
87,0.034,490
87,0.034,6
87,0.033,708
87,0.033,465
87,0.033,180
87,0.033,452
87,0.033,1438
87,0.033,718
87,0.033,125
87,0.033,723
87,0.033,288
87,0.033,807
87,0.033,797
87,0.033,1033
87,0.033,870
87,0.032,970
87,0.032,917
87,0.032,427
87,0.032,939
87,0.032,705
87,0.032,267
87,0.032,203
87,0.032,703
87,0.032,45
87,0.032,353
87,0.032,1153
87,0.032,1434
87,0.032,1123
87,0.032,1120
87,0.032,727
87,0.032,654
87,0.032,900
87,0.032,541
87,0.032,193
87,0.032,3
87,0.032,170
87,0.032,162
87,0.032,1352
87,0.032,709
1,0.513,586
1,0.513,1482
1,0.513,823
1,0.513,671
1,0.513,819
1,0.513,1276
1,0.513,1463
1,0.513,1026
1,0.513,1189
1,0.513,1275
1,0.513,1031
1,0.513,1267
1,0.513,568
1,0.513,626
1,0.513,1085
1,0.513,1213
1,0.513,1157
1,0.513,844
1,0.513,1037
1,0.486,966
1,0.416,927
1,0.416,1041
1,0.404,1035
1,0.396,635
1,0.395,1212
1,0.376,1003
1,0.369,1146
1,0.363,1028
1,0.359,670
1,0.357,842
1,0.346,522
1,0.345,1179
1,0.345,1229
1,0.345,1027
1,0.324,888
1,0.324,938
1,0.324,931
1,0.324,1185
1,0.324,1055
1,0.324,1134
1,0.324,1128
1,0.324,564
1,0.324,1149
1,0.324,1039
1,0.324,515
1,0.324,1246
1,0.324,1137
1,0.314,1269
1,0.31,1241
1,0.308,952
1,0.305,1121
1,0.297,851
1,0.296,1036
1,0.294,863
1,0.293,945
1,0.288,1115
1,0.285,908
1,0.285,669
1,0.285,645
1,0.284,953
1,0.282,841
1,0.282,1051
1,0.277,1211
1,0.271,633
1,0.271,1045
1,0.269,1047
1,0.269,551
1,0.268,1180
1,0.268,1117
1,0.266,613
1,0.262,1469
1,0.257,1071
1,0.253,860
1,0.253,1263
1,0.253,604
1,0.253,584
1,0.252,599
1,0.25,596
1,0.246,1011
1,0.246,1106
1,0.244,824
1,0.244,864
1,0.236,910
1,0.233,846
1,0.232,1116
1,0.232,585
1,0.229,563
1,0.228,1207
1,0.227,875
1,0.227,849
1,0.226,816
1,0.223,879
1,0.22,812
1,0.22,1000
1,0.22,643
1,0.219,576
1,0.219,1459
1,0.219,903
1,0.217,1156
1,0.216,628
1,0.215,1209
1,0.215,865
1,0.215,868
1,0.215,845
1,0.215,1017
1,0.215,941
1,0.215,529
1,0.215,820
1,0.215,859
1,0.215,539
1,0.214,832
1,0.213,547
1,0.212,1225
1,0.212,509
1,0.212,598
1,0.209,1167
1,0.208,511
1,0.208,1390
1,0.208,1397
1,0.208,1104
1,0.206,520
1,0.198,803
1,0.198,804
1,0.198,828
1,0.198,951
1,0.198,554
1,0.198,858
1,0.198,915
1,0.198,1243
1,0.198,932
1,0.197,1087
1,0.197,689
1,0.197,754
1,0.197,612
1,0.197,1002
1,0.197,615
1,0.197,558
1,0.197,1316
1,0.197,955
1,0.197,678
1,0.197,911
1,0.196,950
1,0.196,1250
1,0.195,961
1,0.193,890
1,0.191,1152
1,0.189,578
1,0.188,1473
1,0.187,587
1,0.187,1206
1,0.185,880
1,0.182,629
1,0.18,544
1,0.179,675
1,0.177,802
1,0.177,883
1,0.176,543
1,0.176,600
1,0.175,601
1,0.175,930
1,0.173,867
1,0.171,1151
1,0.169,1286
1,0.168,1197
1,0.168,661
1,0.168,1053
1,0.168,1046
1,0.168,920
1,0.168,991
1,0.168,774
1,0.168,665
1,0.168,1498
1,0.168,1131
1,0.168,1300
1,0.168,1033
1,0.168,870
1,0.167,993
1,0.167,569
1,0.165,541
1,0.165,810
1,0.165,801
1,0.163,818
1,0.163,1296
1,0.163,1232
1,0.159,614
1,0.159,605
1,0.158,654
1,0.157,514
1,0.156,926
1,0.156,508
1,0.153,619
1,0.153,947
1,0.153,1244
1,0.152,559
1,0.152,906
1,0.15,1219
1,0.149,623
1,0.149,1169
1,0.148,1187
1,0.148,900
1,0.145,852
1,0.142,848
1,0.141,624
1,0.141,1492
1,0.139,570
1,0.139,894
1,0.138,822
1,0.138,1139
1,0.135,609
1,0.135,839
1,0.135,542
1,0.135,662
1,0.134,638
1,0.133,936
1,0.133,925
1,0.131,876
1,0.13,1465
1,0.128,1194
1,0.128,533
1,0.126,838
1,0.125,659
1,0.125,684
1,0.125,1080
1,0.125,747
1,0.125,999
1,0.125,989
1,0.125,814
1,0.124,616
1,0.124,1470
1,0.123,757
1,0.123,703
1,0.123,553
1,0.123,1022
1,0.123,656
1,0.123,611
1,0.121,1298
1,0.121,891
1,0.121,1493
1,0.121,962
1,0.12,610
1,0.12,1216
1,0.12,1088
1,0.12,1172
1,0.12,530
1,0.119,977
1,0.119,975
1,0.119,1218
1,0.119,1183
1,0.119,1274
1,0.119,1122
1,0.119,1079
1,0.118,552
1,0.114,1136
1,0.112,971
1,0.111,1385
1,0.111,655
1,0.111,687
1,0.11,923
1,0.11,1130
1,0.11,531
1,0.107,1193
1,0.106,1105
1,0.106,1247
1,0.106,1203
1,0.106,503
1,0.105,1272
1,0.105,984
1,0.105,1281
1,0.105,557
1,0.103,965
1,0.103,580
1,0.102,884
1,0.102,1182
1,0.101,1444
1,0.1,1097
1,0.1,1483
1,0.1,934
1,0.099,1186
1,0.099,1150
1,0.097,1486
1,0.096,872
1,0.095,986
1,0.095,957
1,0.094,583
1,0.094,682
1,0.093,1230
1,0.093,1251
1,0.093,1253
1,0.092,897
1,0.092,893
1,0.092,1478
1,0.092,827
1,0.092,1089
1,0.091,1205
1,0.09,749
1,0.09,935
1,0.09,561
1,0.088,720
1,0.088,1001
1,0.088,571
1,0.088,1067
1,0.088,1074
1,0.087,534
1,0.087,1278
1,0.087,1091
1,0.084,1202
1,0.083,658
1,0.083,1217
1,0.083,574
1,0.082,1258
1,0.082,538
1,0.081,898
1,0.081,663
1,0.08,1064
1,0.08,1040
1,0.079,919
1,0.078,337
1,0.077,631
1,0.077,1208
1,0.077,516
1,0.077,549
1,0.076,924
1,0.076,1142
1,0.075,978
1,0.075,591
1,0.075,1264
1,0.075,1111
1,0.075,1262
1,0.075,540
1,0.075,1301
1,0.075,1188
1,0.075,1481
1,0.075,1222
1,0.074,212
1,0.073,982
1,0.072,1056
1,0.072,1084
1,0.071,1375
1,0.071,597
1,0.071,562
1,0.07,970
1,0.07,120
1,0.07,990
1,0.07,290
1,0.07,918
1,0.069,976
1,0.069,527
1,0.069,946
1,0.069,1110
1,0.069,1268
1,0.068,1034
1,0.068,725
1,0.067,637
1,0.066,1271
1,0.066,826
1,0.066,1073
1,0.066,632
1,0.065,573
1,0.065,668
1,0.065,700
1,0.065,649
1,0.065,1239
1,0.064,861
1,0.064,1370
1,0.063,1422
1,0.063,513
1,0.063,501
1,0.063,909
1,0.063,1477
1,0.063,660
1,0.063,673
1,0.063,636
1,0.063,326
1,0.063,1287
1,0.063,1439
1,0.063,796
1,0.063,837
1,0.062,732
1,0.062,815
1,0.062,1090
1,0.062,1058
1,0.062,565
1,0.061,510
1,0.061,792
1,0.061,630
1,0.061,905
1,0.061,778
1,0.061,1190
1,0.061,942
1,0.061,327
1,0.06,1462
1,0.06,958
1,0.06,1317
1,0.059,1302
1,0.059,745
1,0.059,1114
1,0.059,572
1,0.059,1438
1,0.059,1487
1,0.059,299
1,0.058,97
1,0.058,896
1,0.058,157
1,0.058,1233
1,0.057,383
1,0.057,286
1,0.056,1006
1,0.056,914
1,0.056,769
1,0.056,642
1,0.056,380
1,0.055,1468
1,0.054,1417
1,0.054,1224
1,0.054,1092
1,0.054,1145
1,0.054,1237
1,0.053,1
1,0.053,1125
1,0.052,297
1,0.051,484
1,0.051,1280
1,0.05,762
1,0.05,205
1,0.05,620
1,0.05,647
1,0.05,1453
1,0.05,765
1,0.05,1340
1,0.05,735
1,0.05,1496
1,0.05,267
1,0.049,1048
1,0.049,960
1,0.049,82
1,0.049,1015
1,0.049,940
1,0.048,625
1,0.048,228
1,0.047,523
1,0.047,590
1,0.047,548
1,0.047,579
1,0.047,736
1,0.047,831
1,0.047,588
1,0.046,521
1,0.046,1184
1,0.046,677
1,0.046,856
1,0.046,738
1,0.045,1489
1,0.045,1289
1,0.045,560
1,0.045,608
1,0.045,646
1,0.045,987
1,0.045,617
1,0.045,1024
1,0.045,1057
1,0.045,1374
1,0.044,567
1,0.043,850
1,0.043,581
1,0.043,1204
1,0.043,504
1,0.043,956
1,0.043,1351
1,0.043,1348
1,0.043,1400
1,0.043,634
1,0.043,577
1,0.043,1168
1,0.043,1474
1,0.043,1283
1,0.042,1279
1,0.042,1066
1,0.042,532
1,0.041,797
1,0.041,902
1,0.041,1429
1,0.041,1293
1,0.041,640
1,0.04,128
1,0.04,857
1,0.04,1227
1,0.04,1148
1,0.04,964
1,0.04,1380
1,0.04,1081
1,0.04,1464
1,0.04,921
1,0.04,739
1,0.039,692
1,0.039,283
1,0.039,158
1,0.039,644
1,0.039,1460
1,0.039,981
1,0.039,829
1,0.039,1472
1,0.038,535
1,0.038,512
1,0.038,1103
1,0.037,767
1,0.037,1476
1,0.037,122
1,0.037,992
1,0.037,1306
1,0.036,293
1,0.036,664
1,0.036,808
1,0.036,603
1,0.036,1093
1,0.036,86
1,0.035,517
1,0.035,1260
1,0.034,1032
1,0.033,1068
1,0.033,756
1,0.033,1256
1,0.033,741
1,0.033,873
1,0.033,1261
1,0.033,1412
1,0.033,731
1,0.033,1409
1,0.033,1231
1,0.033,718
1,0.033,1129
1,0.033,943
1,0.033,1327
1,0.033,1007
1,0.033,916
1,0.033,1107
1,0.033,627
1,0.033,1023
1,0.033,550
1,0.033,555
1,0.033,1254
1,0.033,817
1,0.033,667
1,0.033,763
1,0.033,1082
1,0.033,1485
1,0.033,901
1,0.033,777
1,0.033,1008
1,0.033,1123
1,0.033,1160
1,0.033,650
1,0.033,1249
1,0.033,528
1,0.033,1020
1,0.033,114
1,0.033,498
1,0.033,556
1,0.032,969
1,0.032,90
1,0.032,67
1,0.032,1455
1,0.031,385
1,0.031,1240
1,0.031,1475
1,0.031,589
1,0.031,106
1,0.031,1282
1,0.031,407
1,0.03,1425
1,0.03,1177
1,0.03,1497
1,0.03,939
1,0.03,972
1,0.03,699
1,0.03,685
1,0.03,151
1,0.03,1238
1,0.029,291
1,0.029,1234
1,0.029,278
1,0.029,1451
1,0.029,1423
1,0.029,1361
1,0.029,1112
1,0.029,1393
1,0.029,1014
1,0.029,1201
1,0.029,787
1,0.029,1467
1,0.029,847
1,0.029,1159
1,0.029,1257
1,0.029,1009
1,0.029,1133
1,0.029,1161
1,0.029,1059
1,0.028,866
1,0.028,518
1,0.028,1353
1,0.028,606
1,0.028,1171
1,0.028,1359
1,0.028,1140
1,0.028,733
1,0.028,780
1,0.028,1135
1,0.028,525
1,0.028,833
1,0.028,1338
1,0.028,1147
1,0.028,1191
1,0.028,457
1,0.028,1021
1,0.028,1270
1,0.027,435
1,0.027,1018
1,0.027,676
1,0.027,429
1,0.027,996
1,0.027,922
1,0.027,1164
1,0.027,1341
1,0.027,1016
1,0.027,35
1,0.027,666
1,0.027,755
1,0.027,491
1,0.027,1063
1,0.026,795
1,0.026,1284
1,0.026,381
1,0.026,695
1,0.026,123
1,0.026,566
1,0.026,388
1,0.026,69
1,0.025,913
1,0.025,112
1,0.025,979
1,0.025,1405
1,0.025,607
1,0.025,428
1,0.025,1038
1,0.025,250
1,0.025,339
1,0.024,1013
1,0.024,506
1,0.024,1077
1,0.024,47
1,0.024,325
1,0.024,853
1,0.024,1065
1,0.024,26
1,0.024,73
1,0.024,53
1,0.024,300
1,0.024,480
1,0.023,450
1,0.023,50
1,0.023,155
1,0.023,928
1,0.023,64
1,0.023,185
1,0.023,387
1,0.023,171
1,0.023,226
1,0.023,279
1,0.022,261
1,0.022,99
1,0.022,434
1,0.022,91
1,0.022,411
1,0.022,1221
1,0.022,768
1,0.022,137
1,0.022,442
1,0.022,373
1,0.021,707
1,0.021,233
1,0.021,87
1,0.021,358
1,0.021,168
1,0.021,198
1,0.021,83
1,0.02,117
1,0.02,1426
1,0.02,410
1,0.02,1421
1,0.02,239
1,0.02,98
1,0.02,417
1,0.02,811
1,0.02,2
1,0.02,1383
1,0.02,29
1,0.02,439
1,0.02,413
1,0.02,496
1,0.02,323
1,0.02,1491
1,0.02,229
1,0.019,470
1,0.019,488
1,0.019,466
1,0.019,15
1,0.019,393
1,0.019,285
1,0.019,1447
1,0.019,447
1,0.019,1069
1,0.019,455
1,0.019,6
1,0.019,246
1,0.019,281
1,0.018,758
1,0.018,49
1,0.018,48
1,0.018,104
1,0.018,152
1,0.018,392
1,0.018,793
1,0.018,402
1,0.018,356
1,0.018,194
1,0.018,346
1,0.018,22
1,0.018,1309
1,0.018,424
1,0.018,1297
1,0.018,1330
1,0.018,173
1,0.018,89
1,0.018,357
1,0.018,170
1,0.018,1299
1,0.017,43
1,0.017,8
1,0.017,1363
1,0.017,232
1,0.017,222
1,0.017,1399
1,0.017,929
1,0.017,186
1,0.017,334
1,0.017,740
1,0.017,227
1,0.017,406
1,0.017,126
1,0.017,944
1,0.017,254
1,0.017,316
1,0.017,121
1,0.017,462
1,0.017,1181
1,0.017,377
1,0.017,995
1,0.017,980
1,0.017,621
1,0.017,697
1,0.017,1094
1,0.017,1029
1,0.017,1070
1,0.017,1086
1,0.017,594
1,0.017,1441
1,0.017,1165
1,0.017,1248
1,0.017,1499
1,0.017,1495
1,0.017,1457
1,0.017,1285
1,0.017,1415
1,0.017,1494
1,0.017,1113
1,0.017,1198
1,0.017,1387
1,0.017,1456
1,0.017,1096
1,0.017,1242
1,0.017,575
1,0.017,1175
1,0.017,365
1,0.017,234
1,0.016,5
1,0.016,414
1,0.016,454
1,0.016,136
1,0.016,1010
1,0.016,37
1,0.016,1490
1,0.016,294
1,0.016,253
1,0.016,44
1,0.016,420
1,0.016,1062
1,0.016,248
1,0.016,277
1,0.016,1332
1,0.016,162
1,0.016,1012
1,0.016,497
1,0.016,309
1,0.016,771
1,0.016,127
1,0.016,207
1,0.016,118
1,0.016,4
1,0.016,1430
1,0.016,179
1,0.016,105
1,0.016,997
1,0.016,11
1,0.016,1466
1,0.016,391
1,0.016,492
1,0.016,142
1,0.016,306
1,0.016,431
1,0.016,353
1,0.016,862
1,0.016,394
1,0.016,473
1,0.015,103
1,0.015,139
1,0.015,102
1,0.015,332
1,0.015,213
1,0.015,1347
1,0.015,78
1,0.015,209
1,0.015,203
1,0.015,1215
1,0.015,71
1,0.015,499
1,0.015,446
1,0.015,1163
1,0.015,1372
1,0.015,592
1,0.015,390
1,0.015,237
1,0.015,163
1,0.015,409
1,0.015,788
1,0.015,249
1,0.015,320
1,0.015,184
1,0.015,1101
1,0.015,135
1,0.015,652
1,0.015,167
1,0.015,88
1,0.014,36
1,0.014,38
1,0.014,289
1,0.014,1349
1,0.014,724
1,0.014,370
1,0.014,968
1,0.014,219
1,0.014,247
1,0.014,154
1,0.014,1368
1,0.014,1404
1,0.014,350
1,0.014,456
1,0.014,58
1,0.014,217
1,0.014,140
1,0.014,416
1,0.014,1418
1,0.014,354
1,0.014,904
1,0.014,260
1,0.014,477
